name,price,description,stock,sku,category,tag,weight,dimension,scraping_method
Shiftry,157.0,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,232 in stock,6957,"Pokemon, Wicked","Chlorophyll, shiftry, Wicked",131.4 kg,4 x 4 x 4 cm,Selenium
Taillow,85.0,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",204 in stock,5591,"Pokemon, Tiny Swallow","Guts, taillow, Tiny Swallow",5.1 kg,1 x 1 x 1 cm,Selenium
Swellow,88.0,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",257 in stock,6736,"Pokemon, Swallow","Guts, Swallow, swellow",43.7 kg,2 x 2 x 2 cm,Selenium
Wingull,153.0,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,41 in stock,4325,"Pokemon, Seagull","Keen Eye, Seagull, wingull",20.9 kg,2 x 2 x 2 cm,Selenium
Pelipper,158.0,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",296 in stock,2276,"Pokemon, Water Bird","Keen Eye, pelipper, Water Bird",61.7 kg,3 x 3 x 3 cm,Selenium
Ralts,151.0,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",35 in stock,1217,"Feeling, Pokemon","Feeling, ralts, Synchronize",14.6 kg,1 x 1 x 1 cm,Selenium
Kirlia,186.0,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",148 in stock,1243,"Emotion, Pokemon","Emotion, kirlia, Synchronize",44.5 kg,2 x 2 x 2 cm,Selenium
Gardevoir,34.0,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,178 in stock,8609,"Embrace, Pokemon","Embrace, gardevoir, Synchronize",106.7 kg,5 x 5 x 5 cm,Selenium
Surskit,112.0,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",41 in stock,4453,"Pokemon, Pond Skater","Pond Skater, surskit, Swift Swim",3.7 kg,1 x 1 x 1 cm,Selenium
Masquerain,39.0,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",99 in stock,4576,"Eyeball, Pokemon","Eyeball, Intimidate, masquerain",7.9 kg,2 x 2 x 2 cm,Selenium
Shroomish,31.0,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",160 in stock,8176,"Mushroom, Pokemon","Effect Spore, Mushroom, shroomish",9.9 kg,1 x 1 x 1 cm,Selenium
Breloom,113.0,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,250 in stock,7305,"Mushroom, Pokemon","breloom, Effect Spore, Mushroom",86.4 kg,3 x 3 x 3 cm,Selenium
Slakoth,69.0,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",300 in stock,6989,"Pokemon, Slacker","Slacker, slakoth, Truant",52.9 kg,2 x 2 x 2 cm,Selenium
Vigoroth,25.0,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",299 in stock,9710,"Pokemon, Wild Monkey","vigoroth, Vital Spirit, Wild Monkey",102.5 kg,4 x 4 x 4 cm,Selenium
Slaking,119.0,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",145 in stock,3413,"Lazy, Pokemon","Lazy, slaking, Truant",287.7 kg,6 x 6 x 6 cm,Selenium
Nincada,38.0,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,239 in stock,4001,"Pokemon, Trainee","Compound Eyes, nincada, Trainee",12.1 kg,1 x 1 x 1 cm,Selenium
Ninjask,161.0,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",276 in stock,5002,"Ninja, Pokemon","Ninja, ninjask, Speed Boost",26.5 kg,2 x 2 x 2 cm,Selenium
Shedinja,128.0,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,152 in stock,2572,"Pokemon, Shed","Shed, shedinja, Wonder Guard",2.6 kg,2 x 2 x 2 cm,Selenium
Whismur,137.0,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",216 in stock,1446,"Pokemon, Whisper","Soundproof, whismur, Whisper",35.9 kg,2 x 2 x 2 cm,Selenium
Loudred,145.0,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",95 in stock,8065,"Big Voice, Pokemon","Big Voice, loudred, Soundproof",89.3 kg,3 x 3 x 3 cm,Selenium
Exploud,161.0,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,89 in stock,2334,"Loud Noise, Pokemon","exploud, Loud Noise, Soundproof",185.2 kg,4 x 4 x 4 cm,Selenium
Makuhita,30.0,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",109 in stock,2035,"Guts, Pokemon","Guts, makuhita",190.5 kg,3 x 3 x 3 cm,Selenium
Hariyama,176.0,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",275 in stock,2656,"Arm Thrust, Pokemon","Arm Thrust, Guts, hariyama",559.5 kg,7 x 7 x 7 cm,Selenium
Azurill,70.0,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",37 in stock,7001,"Pokemon, Polka Dot","azurill, Polka Dot, Thick Fat",4.4 kg,7 x 7 x 7 cm,Selenium
Nosepass,41.0,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",111 in stock,5893,"Compass, Pokemon","Compass, nosepass, Sturdy",213.8 kg,3 x 3 x 3 cm,Selenium
Skitty,156.0,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",27 in stock,7257,"Kitten, Pokemon","Cute Charm, Kitten, skitty",24.3 kg,2 x 2 x 2 cm,Selenium
Delcatty,170.0,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",148 in stock,3487,"Pokemon, Prim","Cute Charm, delcatty, Prim",71.9 kg,3 x 3 x 3 cm,Selenium
Sableye,81.0,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,12 in stock,2323,"Darkness, Pokemon","Darkness, Keen Eye, sableye",24.3 kg,1 x 1 x 1 cm,Selenium
Mawile,119.0,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",133 in stock,2329,"Deceiver, Pokemon","Deceiver, Intimidate, mawile",25.4 kg,2 x 2 x 2 cm,Selenium
Aron,149.0,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",104 in stock,1520,"Iron Armor, Pokemon","aron, Iron Armor, Rock Head",132.3 kg,1 x 1 x 1 cm,Selenium
Lairon,70.0,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",236 in stock,7087,"Iron Armor, Pokemon","Iron Armor, lairon, Rock Head",264.6 kg,2 x 2 x 2 cm,Selenium
Aggron,140.0,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",61 in stock,1323,"Iron Armor, Pokemon","aggron, Iron Armor, Rock Head",793.7 kg,6 x 6 x 6 cm,Selenium
Meditite,97.0,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,11 in stock,8998,"Meditate, Pokemon","Meditate, meditite, Pure Power",24.7 kg,2 x 2 x 2 cm,Selenium
Medicham,77.0,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",150 in stock,2121,"Meditate, Pokemon","medicham, Meditate, Pure Power",69.4 kg,4 x 4 x 4 cm,Selenium
Electrike,145.0,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",124 in stock,8674,"Lightning, Pokemon","electrike, Lightning, Static",33.5 kg,2 x 2 x 2 cm,Selenium
Manectric,76.0,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,237 in stock,5500,"Discharge, Pokemon","Discharge, manectric, Static",88.6 kg,4 x 4 x 4 cm,Selenium
Plusle,56.0,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",243 in stock,5972,"Cheering, Pokemon","Cheering, Plus, plusle",9.3 kg,1 x 1 x 1 cm,Selenium
Minun,193.0,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",215 in stock,2294,"Cheering, Pokemon","Cheering, minun, Minus",9.3 kg,1 x 1 x 1 cm,Selenium
Volbeat,123.0,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",79 in stock,1715,"Firefly, Pokemon","Firefly, Swarm, volbeat",39 kg,2 x 2 x 2 cm,Selenium
Illumise,167.0,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,77 in stock,7540,"Firefly, Pokemon","Firefly, illumise, Tinted Lens",39 kg,2 x 2 x 2 cm,Selenium
Roselia,90.0,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",114 in stock,2703,"Pokemon, Thorn","Poison Point, roselia, Thorn",4.4 kg,1 x 1 x 1 cm,Selenium
Gulpin,136.0,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,35 in stock,5122,"Pokemon, Stomach","gulpin, Liquid Ooze, Stomach",22.7 kg,1 x 1 x 1 cm,Selenium
Swalot,130.0,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.",133 in stock,2075,"Poison Bag, Pokemon","Liquid Ooze, Poison Bag, swalot",176.4 kg,5 x 5 x 5 cm,Selenium
Carvanha,25.0,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.",80 in stock,8826,"Pokemon, Savage","carvanha, Rough Skin, Savage",45.9 kg,2 x 2 x 2 cm,Selenium
Sharpedo,129.0,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,160 in stock,8327,"Brutal, Pokemon","Brutal, Rough Skin, sharpedo",195.8 kg,5 x 5 x 5 cm,Selenium
Wailmer,90.0,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.",115 in stock,7524,"Ball Whale, Pokemon","Ball Whale, Oblivious, wailmer",286.6 kg,6 x 6 x 6 cm,Selenium
Wailord,150.0,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.",47 in stock,7833,"Float Whale, Pokemon","Float Whale, Oblivious, wailord",877.4 kg,47 x 47 x 47 cm,Selenium
Numel,170.0,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",179 in stock,1767,"Numb, Pokemon","Numb, numel, Oblivious",52.9 kg,2 x 2 x 2 cm,Selenium
Camerupt,124.0,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,27 in stock,7274,"Eruption, Pokemon","camerupt, Eruption, Magma Armor",485 kg,6 x 6 x 6 cm,Selenium
Torkoal,98.0,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",282 in stock,4605,"Coal, Pokemon","Coal, torkoal, White Smoke",177.2 kg,1 x 1 x 1 cm,Selenium
Spoink,163.0,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,208 in stock,7700,"Bounce, Pokemon","Bounce, Own Tempo, spoink",67.5 kg,2 x 2 x 2 cm,Selenium
